label,WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FIGNER_PIP_X,INDEX_FIGNER_PIP_Y,INDEX_FIGNER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FIGNER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z
3,0.27882206439971924,0.7990537881851196,-5.665907565344241e-07,0.21969445049762726,0.6218951344490051,-0.010196669027209282,0.225427508354187,0.41563689708709717,-0.036067474633455276,0.26644614338874817,0.27494460344314575,-0.06111644580960274,0.3253536820411682,0.20578467845916748,-0.07680296152830124,0.28407996892929077,0.4285160303115845,-0.08683829754590988,0.4014354944229126,0.2644730806350708,-0.13443419337272644,0.3891851603984833,0.3280453085899353,-0.15049979090690613,0.3438440263271332,0.37904566526412964,-0.15601278841495514,0.34988316893577576,0.5246160626411438,-0.10269486904144287,0.4646473824977875,0.38162046670913696,-0.13530203700065613,0.4465214014053345,0.4344877302646637,-0.12970168888568878,0.40324828028678894,0.4710492789745331,-0.12654373049736023,0.4148378074169159,0.6311691403388977,-0.11684124916791916,0.5238370895385742,0.5010286569595337,-0.13900971412658691,0.5028418302536011,0.5463890433311462,-0.11064184457063675,0.4548408091068268,0.5863586664199829,-0.09104076772928238,0.4756094217300415,0.7314745187759399,-0.1316460371017456,0.5805943608283997,0.6049789190292358,-0.15432845056056976,0.635770320892334,0.5296972990036011,-0.1500367671251297,0.6708425283432007,0.4632122218608856,-0.14497919380664825
0,0.6732043027877808,0.14060421288013458,-8.904899573281e-07,0.5218330025672913,0.05270037055015564,-0.06547604501247406,0.29397818446159363,-0.002955041825771332,-0.08193051069974899,0.12145237624645233,-0.028054997324943542,-0.10510121285915375,-0.002401411533355713,-0.03678683936595917,-0.1134939193725586,0.050069332122802734,0.06654893606901169,0.0235846396535635,-0.10606399178504944,0.07819810509681702,-0.06246790662407875,0.024245016276836395,0.06928210705518723,-0.11412100493907928,0.10676788538694382,0.06518618017435074,-0.13453982770442963,0.061438336968421936,0.13721540570259094,0.017944563180208206,-0.07153947651386261,0.13975974917411804,-0.08900219947099686,0.10994966328144073,0.12522481381893158,-0.13065190613269806,0.2019968032836914,0.12858612835407257,-0.1276574581861496,0.09777949750423431,0.20415759086608887,-0.0066190240904688835,-0.023787230253219604,0.20679020881652832,-0.11649403721094131,0.1384335160255432,0.18157130479812622,-0.1122993603348732,0.22604507207870483,0.17880545556545258,-0.07381723076105118,0.15642614662647247,0.2668224573135376,-0.03696826845407486,0.04292836785316467,0.2596171498298645,-0.10603823512792587,0.14185644686222076,0.22880344092845917,-0.09042563289403915,0.21182534098625183,0.21572619676589966,-0.05396611616015434
4,0.9264936447143555,0.7215415239334106,-9.675679848442087e-07,0.8347724676132202,0.7828055620193481,-0.10969182848930359,0.6923494338989258,0.8312848806381226,-0.20638784766197205,0.6590650081634521,0.8796185851097107,-0.2978054881095886,0.6907956600189209,0.9029181003570557,-0.38426506519317627,0.6021934151649475,0.7658974528312683,-0.21986526250839233,0.5103483200073242,0.764292299747467,-0.33833417296409607,0.6558680534362793,0.7740801572799683,-0.3970883786678314,0.767897367477417,0.7842494249343872,-0.42557016015052795,0.6924901008605957,0.6764546632766724,-0.224144846200943,0.5490670204162598,0.6645663380622864,-0.3442688286304474,0.6446658968925476,0.6757217645645142,-0.3863813877105713,0.7259536981582642,0.6910391449928284,-0.40460845828056335,0.8001512885093689,0.6010032892227173,-0.23473955690860748,0.7156628370285034,0.5792829990386963,-0.3548949956893921,0.8028134107589722,0.5962339639663696,-0.36985644698143005,0.863126277923584,0.623775839805603,-0.35984495282173157,0.9219377040863037,0.5384103059768677,-0.25077030062675476,0.8705326318740845,0.4987042546272278,-0.3254184126853943,0.9109761714935303,0.4989462196826935,-0.32243216037750244,0.9419702887535095,0.515178918838501,-0.3103642165660858
1,0.7606313228607178,0.13300809264183044,2.3280972527572885e-07,0.6386275291442871,0.037837736308574677,-0.13579024374485016,0.42715877294540405,-0.02825707197189331,-0.19072817265987396,0.23291119933128357,-0.06871618330478668,-0.2426937222480774,0.07913009822368622,-0.09017938375473022,-0.2840918004512787,0.11287183314561844,0.022942475974559784,-0.01520916074514389,-0.08836144208908081,0.01819223165512085,-0.10476912558078766,-0.0591714084148407,-0.0032238513231277466,-0.18139202892780304,0.015520945191383362,-0.015461832284927368,-0.22156929969787598,0.10612918436527252,0.10835665464401245,0.009632823057472706,-0.1267639696598053,0.1104457825422287,-0.0939834862947464,-0.008739233016967773,0.08587121963500977,-0.17150677740573883,0.10220881551504135,0.07371803373098373,-0.19840089976787567,0.1347007155418396,0.19075390696525574,0.01125494483858347,-0.0990440845489502,0.19842106103897095,-0.09652312099933624,0.014272570610046387,0.17039281129837036,-0.13743917644023895,0.14044876396656036,0.1646953672170639,-0.13590684533119202,0.1918776035308838,0.27115532755851746,0.0015184362418949604,0.007948637008666992,0.27594780921936035,-0.07992412894964218,0.0703246146440506,0.24729961156845093,-0.0990116149187088,0.16220514476299286,0.2329220175743103,-0.0924755334854126
5,0.4690570831298828,0.40863242745399475,6.059538009139942e-07,0.47233790159225464,0.32393425703048706,-0.0958128347992897,0.4179264307022095,0.25303465127944946,-0.1491403579711914,0.35474693775177,0.20436817407608032,-0.1919240951538086,0.29975366592407227,0.16947005689144135,-0.23429402709007263,0.2204793244600296,0.3179154396057129,-0.10558892786502838,0.10383782535791397,0.3146892488002777,-0.16086216270923615,0.03964729607105255,0.30878278613090515,-0.20098797976970673,-0.011829748749732971,0.3013484477996826,-0.2281826287508011,0.2015443742275238,0.36707085371017456,-0.08802179992198944,0.08865940570831299,0.3740118741989136,-0.1328541487455368,0.028928227722644806,0.37203237414360046,-0.16390714049339294,-0.02356100082397461,0.36539778113365173,-0.1874101310968399,0.2110382616519928,0.4098227918148041,-0.07924818247556686,0.11043143272399902,0.4181307256221771,-0.1231677383184433,0.05815961956977844,0.41548025608062744,-0.13719028234481812,0.016993150115013123,0.40578693151474,-0.14494267106056213,0.2375618815422058,0.44703352451324463,-0.07868271321058273,0.16017159819602966,0.45530712604522705,-0.11336588114500046,0.11554810404777527,0.4524397850036621,-0.1178402453660965,0.08131485432386398,0.4438942074775696,-0.11798041313886642
5,0.4593037962913513,0.49675413966178894,5.177736284167622e-07,0.4710497558116913,0.39823201298713684,-0.04445368051528931,0.4239415228366852,0.29990196228027344,-0.05928531289100647,0.3679746389389038,0.24172654747962952,-0.07514096051454544,0.3028014302253723,0.2118014097213745,-0.08894917368888855,0.2398097813129425,0.318858802318573,-0.0025105306413024664,0.1335233747959137,0.27781736850738525,-0.041435692459344864,0.069269560277462,0.24464739859104156,-0.0774928405880928,0.02113211154937744,0.21753928065299988,-0.10063320398330688,0.17848026752471924,0.3564959764480591,-0.005169114097952843,0.061631619930267334,0.319297194480896,-0.038659512996673584,-0.007853016257286072,0.29245710372924805,-0.07293345034122467,-0.06439612805843353,0.2701316177845001,-0.09346699714660645,0.13331320881843567,0.39839768409729004,-0.01695297844707966,0.023522555828094482,0.3687637448310852,-0.05078485235571861,-0.04159419238567352,0.34558066725730896,-0.06599722802639008,-0.09474676847457886,0.32695892453193665,-0.07061275094747543,0.10619208216667175,0.44184610247612,-0.03458654135465622,0.006198778748512268,0.42024821043014526,-0.05915771424770355,-0.04678530991077423,0.4024447798728943,-0.05914943292737007,-0.08415468037128448,0.3865225911140442,-0.05356442555785179
3,0.06876102089881897,0.8258303999900818,-2.058638273183533e-07,0.14831605553627014,0.8263735175132751,-0.19668926298618317,0.2903288006782532,0.7472869753837585,-0.2734071910381317,0.38043588399887085,0.6099938154220581,-0.3184627890586853,0.43143516778945923,0.5013329982757568,-0.3370235860347748,0.5756742358207703,0.8328218460083008,-0.12627723813056946,0.7186474800109863,0.7279487252235413,-0.22677826881408691,0.5814052224159241,0.7069748640060425,-0.26278892159461975,0.49505046010017395,0.7432603240013123,-0.26790091395378113,0.5343171954154968,0.7505698800086975,-0.05771515890955925,0.6759843230247498,0.6490791440010071,-0.19342871010303497,0.5182952284812927,0.6635338068008423,-0.2240944802761078,0.4520258605480194,0.7268856763839722,-0.19907847046852112,0.4684062600135803,0.6786206960678101,-0.014351976104080677,0.5245771408081055,0.5920025706291199,-0.15483812987804413,0.3848276734352112,0.6433185935020447,-0.1647927463054657,0.3569830656051636,0.722509503364563,-0.12260965257883072,0.40257203578948975,0.6228233575820923,0.016948463395237923,0.45345425605773926,0.564605176448822,-0.0799996629357338,0.33705413341522217,0.5927789211273193,-0.08141449093818665,0.28752824664115906,0.6540157794952393,-0.04744019731879234
5,0.06742635369300842,0.7272693514823914,-1.5638521517757908e-06,0.14739984273910522,0.8291099667549133,-0.2023502141237259,0.41977572441101074,0.8673743009567261,-0.276760458946228,0.6611213684082031,0.8793104290962219,-0.3145412504673004,0.8485112190246582,0.9311543107032776,-0.3364966809749603,0.5867117643356323,0.6998004913330078,-0.24406567215919495,0.3405390977859497,0.6395215392112732,-0.3820526599884033,0.16830912232398987,0.6870822906494141,-0.43853452801704407,0.12886705994606018,0.7238999009132385,-0.4637311100959778,0.508222222328186,0.5976117849349976,-0.1945566087961197,0.24243983626365662,0.5688650012016296,-0.32820436358451843,0.07333967089653015,0.6509929299354553,-0.3378717303276062,0.05135846138000488,0.6973669528961182,-0.32978636026382446,0.37970399856567383,0.5318190455436707,-0.16535146534442902,0.1457066833972931,0.5160269141197205,-0.3197001814842224,0.0026320219039916992,0.5916280150413513,-0.2929043471813202,-0.017171025276184082,0.6318148374557495,-0.2482864260673523,0.24087998270988464,0.49151134490966797,-0.15224461257457733,0.06608033180236816,0.4750150442123413,-0.27949070930480957,-0.05331134796142578,0.5369415879249573,-0.2771018445491791,-0.08258557319641113,0.5737606883049011,-0.2492692768573761
3,0.5396599173545837,0.7630190849304199,-1.0787458677441464e-06,0.4174013137817383,0.6502428650856018,-0.014182398095726967,0.3466150760650635,0.5374232530593872,-0.03273675963282585,0.31437650322914124,0.4469912350177765,-0.06385795772075653,0.2714734375476837,0.38413485884666443,-0.10162439942359924,0.3999857008457184,0.5234344005584717,-0.02879149280488491,0.3429486155509949,0.4723190665245056,-0.09734713286161423,0.27078184485435486,0.44586101174354553,-0.14163264632225037,0.22326898574829102,0.42727425694465637,-0.17091873288154602,0.45226722955703735,0.5653908848762512,-0.06478794664144516,0.21059715747833252,0.5797701478004456,-0.14179006218910217,0.10318014025688171,0.6213393211364746,-0.16191884875297546,0.08041583001613617,0.6405918598175049,-0.17036768794059753,0.48497670888900757,0.6293842792510986,-0.10914984345436096,0.22379152476787567,0.6331396698951721,-0.19212521612644196,0.13907502591609955,0.6735525131225586,-0.17436820268630981,0.14841705560684204,0.6867957711219788,-0.1484345942735672,0.5186094045639038,0.7003133296966553,-0.1559123396873474,0.29931730031967163,0.6981294751167297,-0.2204243242740631,0.21581247448921204,0.713039219379425,-0.2097318321466446,0.2148858904838562,0.7105938792228699,-0.18965545296669006
5,0.6176952719688416,0.6752421259880066,-1.2249315659573767e-06,0.46209460496902466,0.6121056079864502,0.01812550239264965,0.2571438252925873,0.5785824656486511,-0.011139932088553905,0.08325190842151642,0.5872211456298828,-0.046803295612335205,-0.015935584902763367,0.6202574372291565,-0.07919938117265701,0.15328049659729004,0.49066224694252014,-0.0871792584657669,-0.08693128824234009,0.5851919054985046,-0.15649738907814026,0.006119444966316223,0.6298341155052185,-0.17341071367263794,0.09262670576572418,0.613963782787323,-0.18173380196094513,0.21435420215129852,0.5117982029914856,-0.1323768049478531,-0.044267088174819946,0.6289279460906982,-0.1939244121313095,0.05676066875457764,0.6651263236999512,-0.17261654138565063,0.1434195339679718,0.6387128829956055,-0.1575680822134018,0.2846488058567047,0.5610170364379883,-0.17568545043468475,0.02420954406261444,0.6644484996795654,-0.22485674917697906,0.11491530388593674,0.7007427215576172,-0.16944155097007751,0.2047780603170395,0.6698461174964905,-0.13352112472057343,0.36173734068870544,0.6267364025115967,-0.21657076478004456,0.14024507999420166,0.7119492292404175,-0.2598896026611328,0.20049194991588593,0.7326362133026123,-0.22908973693847656,0.28526991605758667,0.7055568695068359,-0.2005436271429062
