WRIST_X,WRIST_Y,WRIST_Z,THUMB_CMC_X,THUMB_CMC_Y,THUMB_CMC_Z,THUMB_MCP_X,THUMB_MCP_Y,THUMB_MCP_Z,THUMB_IP_X,THUMB_IP_Y,THUMB_IP_Z,THUMB_TIP_X,THUMB_TIP_Y,THUMB_TIP_Z,INDEX_FINGER_MCP_X,INDEX_FINGER_MCP_Y,INDEX_FINGER_MCP_Z,INDEX_FIGNER_PIP_X,INDEX_FIGNER_PIP_Y,INDEX_FIGNER_PIP_Z,INDEX_FINGER_DIP_X,INDEX_FINGER_DIP_Y,INDEX_FINGER_DIP_Z,INDEX_FINGER_TIP_X,INDEX_FINGER_TIP_Y,INDEX_FINGER_TIP_Z,MIDDLE_FINGER_MCP_X,MIDDLE_FINGER_MCP_Y,MIDDLE_FINGER_MCP_Z,MIDDLE_FINGER_PIP_X,MIDDLE_FINGER_PIP_Y,MIDDLE_FINGER_PIP_Z,MIDDLE_FINGER_DIP_X,MIDDLE_FINGER_DIP_Y,MIDDLE_FINGER_DIP_Z,MIDDLE_FINGER_TIP_X,MIDDLE_FINGER_TIP_Y,MIDDLE_FINGER_TIP_Z,RING_FINGER_MCP_X,RING_FINGER_MCP_Y,RING_FINGER_MCP_Z,RING_FINGER_PIP_X,RING_FINGER_PIP_Y,RING_FINGER_PIP_Z,RING_FINGER_DIP_X,RING_FINGER_DIP_Y,RING_FINGER_DIP_Z,RING_FIGNER_TIP_X,RING_FINGER_TIP_Y,RING_FINGER_TIP_Z,PINKY_MCP_X,PINKY_MCP_Y,PINKY_MCP_Z,PINKY_PIP_X,PINKY_PIP_Y,PINKY_PIP_Z,PINKY_DIP_X,PINKY_DIP_Y,PINKY_DIP_Z,PINKY_TIP_X,PINKY_TIP_Y,PINKY_TIP_Z
0.5039433240890503,0.20010152459144592,-1.6052661067078589e-06,0.3479953408241272,0.27838459610939026,-0.06496264040470123,0.24158498644828796,0.47482651472091675,-0.09174744784832001,0.21548312902450562,0.6348876953125,-0.12917378544807434,0.3557480275630951,0.7218032479286194,-0.14628376066684723,0.38499143719673157,0.6456817984580994,0.0080821942538023,0.34662896394729614,0.8206214904785156,-0.1280319094657898,0.28470152616500854,0.7142087817192078,-0.20222991704940796,0.31595101952552795,0.6304295063018799,-0.22361591458320618,0.5103234648704529,0.6423861384391785,-0.022243496030569077,0.46629682183265686,0.8291557431221008,-0.15759475529193878,0.3825569152832031,0.6877065300941467,-0.1928776353597641,0.42360058426856995,0.6070592999458313,-0.17359311878681183,0.6454883813858032,0.6158735156059265,-0.07499359548091888,0.5913196802139282,0.7944148182868958,-0.22227951884269714,0.48909610509872437,0.6477667093276978,-0.1852167397737503,0.5150975584983826,0.5665498971939087,-0.11412151902914047,0.7937836647033691,0.5687813758850098,-0.13287004828453064,0.700164258480072,0.6853653788566589,-0.231239914894104,0.6120923757553101,0.5835275053977966,-0.1850551813840866,0.6305762529373169,0.5131207704544067,-0.12160821259021759
0.4901650547981262,0.12654167413711548,2.108293529090588e-06,0.6853971481323242,0.1966972053050995,-0.1392347812652588,0.7846932411193848,0.3475272059440613,-0.20334449410438538,0.8127522468566895,0.47072693705558777,-0.25486522912979126,0.8652501106262207,0.5769959688186646,-0.30240699648857117,0.5889002084732056,0.5169832706451416,-0.12577837705612183,0.5936051607131958,0.6915644407272339,-0.23684021830558777,0.606050431728363,0.8031969666481018,-0.3236890137195587,0.6099532246589661,0.8934428691864014,-0.3828420042991638,0.4570215940475464,0.5188450217247009,-0.13400010764598846,0.4308024048805237,0.7033122181892395,-0.23060156404972076,0.41294437646865845,0.8262052536010742,-0.3124941885471344,0.39566969871520996,0.9244764447212219,-0.36612555384635925,0.3379426598548889,0.48767876625061035,-0.16090127825737,0.30343401432037354,0.6570807099342346,-0.24681754410266876,0.278126060962677,0.7647249698638916,-0.30622753500938416,0.2549131214618683,0.8543779850006104,-0.34715473651885986,0.22581717371940613,0.43008458614349365,-0.2029971480369568,0.16680166125297546,0.5493267774581909,-0.27653768658638,0.13231196999549866,0.6307986378669739,-0.3105572760105133,0.100705087184906,0.7026354074478149,-0.3320237100124359
0.5317112803459167,0.1262335479259491,1.6856197362358216e-06,0.7559266090393066,0.196870356798172,-0.019527293741703033,0.802789032459259,0.35323864221572876,-0.05017435923218727,0.7469879984855652,0.4637388288974762,-0.11794386059045792,0.6156095266342163,0.5347749590873718,-0.1500830203294754,0.6314296126365662,0.4525142312049866,0.008495490998029709,0.6850978136062622,0.5835264325141907,-0.10889369249343872,0.6776044368743896,0.5160101652145386,-0.15467499196529388,0.6484091281890869,0.46250542998313904,-0.15960624814033508,0.5157804489135742,0.48175644874572754,-0.06459879130125046,0.4414186477661133,0.662382960319519,-0.23838761448860168,0.3942281901836395,0.7677706480026245,-0.3576274812221527,0.34505099058151245,0.8845124244689941,-0.4249367117881775,0.43362146615982056,0.4706856310367584,-0.147551491856575,0.532505214214325,0.599565863609314,-0.3044531047344208,0.5525531768798828,0.4735596179962158,-0.25598689913749695,0.5527900457382202,0.38352149724960327,-0.17333604395389557,0.31076985597610474,0.4469156861305237,-0.23934412002563477,0.2818061113357544,0.6040412783622742,-0.3115980327129364,0.20788097381591797,0.6899271011352539,-0.27689242362976074,0.16332998871803284,0.7738258838653564,-0.23728379607200623
0.3541610538959503,0.304774671792984,6.356577841870603e-07,0.24393200874328613,0.34738409519195557,-0.06764808297157288,0.1590297818183899,0.41897329688072205,-0.12825699150562286,0.13386821746826172,0.47707533836364746,-0.18863588571548462,0.2377324104309082,0.5120278596878052,-0.24835333228111267,0.3148096203804016,0.52142733335495,-0.13045963644981384,0.29394906759262085,0.6089438199996948,-0.26682934165000916,0.27364039421081543,0.5889729261398315,-0.35710906982421875,0.2640519142150879,0.5524799227714539,-0.39752963185310364,0.41815894842147827,0.5305263996124268,-0.16824832558631897,0.4464556574821472,0.6745718121528625,-0.2747949957847595,0.4554973840713501,0.7670440673828125,-0.35340121388435364,0.46134522557258606,0.8445643186569214,-0.40392956137657166,0.5211596488952637,0.5093004703521729,-0.21670101583003998,0.5658735036849976,0.6377718448638916,-0.31593993306159973,0.5797079801559448,0.7262939214706421,-0.39102107286453247,0.5847934484481812,0.7975470423698425,-0.4348262548446655,0.6186339855194092,0.46609511971473694,-0.2677512466907501,0.7187539935112,0.5615873336791992,-0.3508753776550293,0.7810451984405518,0.6321698427200317,-0.3912373483181,0.8319311141967773,0.6939429640769958,-0.41504770517349243
0.3646065294742584,0.4202288091182709,3.2785462167339574e-07,0.43858784437179565,0.4165498912334442,-0.07241003215312958,0.5079140067100525,0.43491730093955994,-0.11071480810642242,0.5426226854324341,0.4545234739780426,-0.14485155045986176,0.5504652857780457,0.46996432542800903,-0.17418988049030304,0.5108030438423157,0.5076346397399902,-0.09425471723079681,0.5415884256362915,0.5702407360076904,-0.15036344528198242,0.567084550857544,0.60699862241745,-0.1724502295255661,0.5819341540336609,0.6386382579803467,-0.18003620207309723,0.46423763036727905,0.5149260759353638,-0.08322272449731827,0.49925392866134644,0.554206132888794,-0.15857504308223724,0.5299870371818542,0.5663082003593445,-0.1823389083147049,0.5452017188072205,0.5850048661231995,-0.18157370388507843,0.41196826100349426,0.5160029530525208,-0.0782356858253479,0.4585787355899811,0.526570737361908,-0.16478179395198822,0.4720190763473511,0.49291104078292847,-0.1719270646572113,0.4660768210887909,0.469378799200058,-0.14647282660007477,0.3561094105243683,0.5170534253120422,-0.07723744213581085,0.3584822416305542,0.5464373230934143,-0.13447503745555878,0.3598904013633728,0.5615790486335754,-0.14045321941375732,0.35844534635543823,0.5748400092124939,-0.12651756405830383
0.5105000138282776,0.12635409832000732,3.6473477393883513e-06,0.45705097913742065,0.19163677096366882,-0.06366946548223495,0.40897220373153687,0.3638221025466919,-0.05456560105085373,0.40733814239501953,0.46692636609077454,-0.07397951185703278,0.43910104036331177,0.5235833525657654,-0.08287440985441208,0.3623659610748291,0.47116780281066895,0.07682473212480545,0.25846463441848755,0.6299936175346375,0.00567273935303092,0.19055098295211792,0.7133010029792786,-0.03833555430173874,0.133736252784729,0.79340660572052,-0.06587661802768707,0.4688622057437897,0.4901597201824188,0.017798030748963356,0.43451711535453796,0.6843293905258179,-0.12779507040977478,0.41779595613479614,0.8093743324279785,-0.22182385623455048,0.401895135641098,0.9172993898391724,-0.25616249442100525,0.5869473814964294,0.47806641459465027,-0.05990727245807648,0.6692831516265869,0.6171551942825317,-0.2950398325920105,0.6342636942863464,0.47420790791511536,-0.28277263045310974,0.5933001637458801,0.3724375367164612,-0.19115403294563293,0.6720627546310425,0.45178142189979553,-0.14399267733097076,0.7348191738128662,0.5412607192993164,-0.3343432545661926,0.7185851335525513,0.43823906779289246,-0.3056800961494446,0.6978143453598022,0.36104053258895874,-0.23238302767276764
0.4166087210178375,0.1099494993686676,3.7882173842263e-07,0.24446377158164978,0.20785385370254517,0.010901895351707935,0.23296493291854858,0.3339976668357849,-0.004761988762766123,0.269476056098938,0.44320017099380493,-0.02463327907025814,0.3864560127258301,0.5040043592453003,-0.010674490593373775,0.37250518798828125,0.44205784797668457,-0.12563201785087585,0.28965333104133606,0.5669323801994324,-0.20738792419433594,0.2729586660861969,0.48316770792007446,-0.17695988714694977,0.2903231382369995,0.39705297350883484,-0.13182134926319122,0.45387423038482666,0.4690167307853699,-0.1884303092956543,0.42114344239234924,0.673197865486145,-0.37376660108566284,0.4160146713256836,0.786094069480896,-0.4481877386569977,0.40025269985198975,0.9103886485099792,-0.4770301580429077,0.536266028881073,0.4519478976726532,-0.2387220710515976,0.5785343647003174,0.6455934047698975,-0.36711061000823975,0.6053229570388794,0.7479593753814697,-0.39352133870124817,0.6182047128677368,0.8452126979827881,-0.3921110928058624,0.5971753001213074,0.3896440863609314,-0.28126558661460876,0.7167212963104248,0.545772910118103,-0.34340906143188477,0.7682557702064514,0.630458414554596,-0.34654107689857483,0.824665904045105,0.7057347297668457,-0.3441586494445801
0.4883851408958435,0.11379134654998779,3.395095518499147e-06,0.68658047914505,0.19346943497657776,0.004698331467807293,0.6947881579399109,0.35795584321022034,0.02100902423262596,0.6164374351501465,0.4631183445453644,-0.01148455124348402,0.47639524936676025,0.5274519920349121,-0.03396310284733772,0.5342438817024231,0.45846453309059143,0.1127697080373764,0.41866496205329895,0.6355371475219727,0.06250356882810593,0.33320409059524536,0.7166059613227844,0.045391745865345,0.25618693232536316,0.7948431968688965,0.03624236211180687,0.48724839091300964,0.4781704545021057,0.019457422196865082,0.4104042649269104,0.6786158084869385,-0.12466065585613251,0.39098796248435974,0.8007199764251709,-0.21344919502735138,0.3894328474998474,0.9200632572174072,-0.24446161091327667,0.4592989385128021,0.4677412807941437,-0.08601930737495422,0.6070382595062256,0.6129587292671204,-0.2915349304676056,0.6205850839614868,0.47370004653930664,-0.2680871784687042,0.6096848249435425,0.37878796458244324,-0.1754845827817917,0.4112921357154846,0.44390785694122314,-0.1947910040616989,0.5331515669822693,0.5715222954750061,-0.3276991546154022,0.5705251097679138,0.5223642587661743,-0.29047396779060364,0.579399585723877,0.485341340303421,-0.22600829601287842
0.43627819418907166,0.11739668250083923,-1.504418918329975e-07,0.2505798935890198,0.2018832266330719,-0.04128601774573326,0.23235999047756195,0.34800857305526733,-0.07743368297815323,0.26133865118026733,0.4686795473098755,-0.1254328340291977,0.3709295988082886,0.5355732440948486,-0.14197039604187012,0.3469429016113281,0.4523957073688507,-0.09957954287528992,0.3014545738697052,0.5955130457878113,-0.17946438491344452,0.2977067828178406,0.5411537289619446,-0.20264677703380585,0.3149925470352173,0.4939429461956024,-0.20804713666439056,0.4229561984539032,0.4826628565788269,-0.1388378143310547,0.4340468943119049,0.6523907780647278,-0.25247159600257874,0.43952852487564087,0.7296913862228394,-0.3303454518318176,0.43128135800361633,0.8414677381515503,-0.3966790735721588,0.5138858556747437,0.47809410095214844,-0.17976978421211243,0.4182952046394348,0.6157896518707275,-0.25916093587875366,0.33708035945892334,0.5063087940216064,-0.22946085035800934,0.31682559847831726,0.42077407240867615,-0.20471961796283722,0.6068463921546936,0.4497346580028534,-0.2295110821723938,0.723609447479248,0.6115662455558777,-0.2855061888694763,0.7664238214492798,0.7143293619155884,-0.3000745475292206,0.8175793886184692,0.8068145513534546,-0.31878042221069336
0.5204888582229614,0.12422481179237366,2.0428788047865964e-06,0.7487045526504517,0.19848576188087463,-0.07118748128414154,0.7805426120758057,0.3554627299308777,-0.07319635152816772,0.7039443254470825,0.46766170859336853,-0.07617606967687607,0.6012116074562073,0.5396987199783325,-0.0797465518116951,0.6364376544952393,0.4713917374610901,-0.031200869008898735,0.6007581949234009,0.6408874988555908,-0.07303686439990997,0.5846201777458191,0.7411065101623535,-0.09948842972517014,0.5538829565048218,0.8212658166885376,-0.12506447732448578,0.539584755897522,0.4735715091228485,-0.08032141625881195,0.5090805292129517,0.6746940612792969,-0.17560575902462006,0.4981870651245117,0.8037035465240479,-0.24037617444992065,0.481571763753891,0.9104280471801758,-0.2665846645832062,0.444225549697876,0.44854602217674255,-0.14369142055511475,0.44613519310951233,0.6467885971069336,-0.28292691707611084,0.4852534830570221,0.7640191912651062,-0.3823583424091339,0.4893726110458374,0.8652588129043579,-0.43430468440055847,0.3510667681694031,0.40356630086898804,-0.20905213057994843,0.38768982887268066,0.5231075882911682,-0.34354469180107117,0.512148916721344,0.5229994654655457,-0.3839271664619446,0.5843387246131897,0.5069012641906738,-0.4000781178474426
